Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Warm Male,-0.000522,0.003195,0.999217306,0.989875303,1.008647,0.000065,0.000557,1.000572164,0.991005558,1.010231,-0.000216,0.000369,0.99590441,0.982312729,1.009684,-0.002465,0.001474,0.997046371,0.993595747,1.000509
Cold All,-0.000229,0.002727,0.999656559,0.991673975,1.007703,-0.000016,0.000472,0.99985921,0.991752344,1.008032,-0.000019,0.000307,0.999639065,0.988275593,1.011133,-0.002869,0.001011,0.99656312,0.994196235,0.998936
Cold Female,0.005214,0.003342,1.007851664,0.997997528,1.017803,0.00079,0.000578,1.006976221,0.996987204,1.017065,0.000432,0.000376,1.008241778,0.994222514,1.022459,-0.000497,0.001379,0.999403778,0.996167555,1.002651
Cold Male,-0.005412,0.003413,0.991914862,0.982011539,1.001918,-0.000782,0.000591,0.993142024,0.983069786,1.003317,-0.000449,0.000385,0.991505286,0.9773911,1.005823,-0.005105,0.001175,0.993892726,0.991149796,0.996643
Age 0-10 All,-0.004032,0.021425,0.993970252,0.933291681,1.058594,-0.00294,0.003706,0.974459812,0.914120308,1.038782,0.002227,0.002474,1.043220956,0.951401841,1.143901,0.007899,0.002377,1.009523866,1.003895664,1.015184
Age 0-10 Female,-0.02342,0.029876,0.965479896,0.884294223,1.054119,-0.008439,0.005161,0.9284273,0.849353227,1.014863,0.003563,0.003436,1.070041037,0.941520046,1.216106,-0.016706,0.003311,0.980152409,0.972549143,0.987815
Age 0-10 Male,0.008918,0.025889,1.013466872,0.939190768,1.093617,0.000593,0.004482,1.00523204,0.930449817,1.086025,0.00153,0.002999,1.029496657,0.920707613,1.151140,0.022272,0.002967,1.027086753,1.019944298,1.034279
Age 11-60 All,-0.005445,0.003439,0.991865763,0.981887872,1.001945,-0.001023,0.000599,0.991038,0.98085175,1.001330,-0.000239,0.000393,0.995469295,0.981006376,1.010145,-0.00358,0.001223,0.995713215,0.992853165,0.998582
Age 11-60 Female,-0.003455,0.00483,0.994830906,0.980803937,1.009058,-0.001145,0.000842,0.989974593,0.975701269,1.004457,0.000387,0.000551,1.0073801,0.986920056,1.028264,-0.003423,0.001707,0.995900825,0.991910434,0.999907
Age 11-60 Male,-0.006904,0.00426,0.989697439,0.977379371,1.002171,-0.000925,0.000742,0.99189304,0.979279662,1.004669,-0.000711,0.000487,0.986581837,0.968850579,1.004638,-0.003666,0.001419,0.995610462,0.992293163,0.998939
Age 60+All,0.005377,0.002535,1.008098114,1.000612788,1.015639,0.001065,0.000441,1.009416055,1.001767192,1.017123,0.000175,0.000291,1.003330534,0.992516303,1.014263,0.001052,0.002739,1.001263197,0.994833664,1.007734
Age 60+ Female,0.009761,0.003231,1.014749212,1.005155605,1.024434,0.001887,0.000561,1.016744239,1.006953536,1.026630,0.000365,0.000372,1.006959103,0.993105596,1.021006,0.004712,0.003475,1.005670416,0.99748437,1.013924
Age 60+ Male,0.000735,0.003455,1.001103108,0.990985675,1.011324,0.000192,0.000602,1.001691028,0.991343985,1.012146,-0.000025,0.000396,0.999525113,0.98489323,1.014374,-0.002814,0.003968,0.996628895,0.987370889,1.005974
All: LAG 5,0.003099,0.00225,1.004659321,0.998035432,1.011327,0.000249,0.000393,1.002193602,0.995423241,1.009010,0.000488,0.000256,1.009315118,0.999738594,1.018983,0.002383,0.001149,1.002863693,1.000157164,1.005578
Female,0.005187,0.002841,1.007810847,0.999428124,1.016264,0.00052,0.000496,1.004586486,0.996028898,1.013218,0.000714,0.000324,1.013658436,1.001501366,1.025963,0.003671,0.00152,1.004414917,1.000830505,1.008012
Male,0.001145,0.002882,1.001718976,0.993267188,1.010243,-0.000004,0.000503,0.999964801,0.991326886,1.008678,0.000276,0.000328,1.005257774,0.993053519,1.017612,0.001185,0.001323,1.001423012,0.998311731,1.004544
Warm All,0.002246,0.002769,1.003374681,0.995239507,1.011576,0.000143,0.000485,1.001259192,0.992918314,1.009670,0.000387,0.000316,1.0073801,0.995594891,1.019305,0.002783,0.001288,1.003345183,1.000310272,1.006389
Warm Female,0.004553,0.003209,1.006852874,0.99739843,1.016397,0.000442,0.000562,1.003897174,0.994213033,1.013676,0.000639,0.000367,1.012215001,0.998475084,1.026144,0.003855,0.001677,1.004636716,1.000681928,1.008607
Warm Male,0.000099,0.003224,1.000148511,0.99071333,1.009674,-0.000136,0.000565,0.998803916,0.989117725,1.008585,0.000154,0.000367,1.002930285,0.989316399,1.016732,0.001787,0.001479,1.002146701,0.998666682,1.005639
Cold All,0.004625,0.002733,1.00696162,0.998903082,1.015085,0.000445,0.000472,1.003923678,0.995783857,1.012130,0.000649,0.00031,1.01240734,1.000786909,1.024163,0.000284,0.001021,1.000340858,0.99794153,1.002746
Cold Female,0.006412,0.003344,1.009664402,0.999786663,1.019640,0.000706,0.000578,1.006232139,0.996250503,1.016314,0.000806,0.000378,1.01543186,1.001238046,1.029827,0.00541,0.001388,1.006513119,1.003232638,1.009804
Cold Male,0.002898,0.003423,1.004356462,0.994299689,1.014515,0.000194,0.00059,1.001708658,0.991566642,1.011954,0.000496,0.000389,1.009468546,0.994950432,1.024199,-0.004611,0.001184,0.99448208,0.991716531,0.997255
Age 0-10 All,0.025665,0.02127,1.03924813,0.976250271,1.106311,0.001538,0.003644,1.013626405,0.951879039,1.079379,0.00484,0.002493,1.096320968,0.999121066,1.202977,0.016067,0.002381,1.019467467,1.013774291,1.025193
Age 0-10 Female,-0.025104,0.029796,0.963044171,0.882270801,1.051212,-0.006303,0.00504,0.94604381,0.867277469,1.031964,0.001176,0.00353,1.022595497,0.896628913,1.166259,-0.033475,0.003335,0.960626119,0.95312052,0.968191
Age 0-10 Male,0.059861,0.025721,1.093946172,1.014272655,1.179878,0.006982,0.004439,1.063368394,0.984991495,1.147982,0.007276,0.002993,1.14825569,1.027146614,1.283645,0.046449,0.002959,1.057321475,1.049988521,1.064706
Age 11-60 All,0.000048,0.003468,1.000072003,0.989927154,1.010321,-0.000352,0.000606,0.996907193,0.986541499,1.007382,0.000378,0.000393,1.007207852,0.992574387,1.022057,0.000487,0.00123,1.000584571,0.997694103,1.003483
Age 11-60 Female,-0.00032,0.004867,0.999520115,0.98531984,1.013925,-0.00066,0.000852,0.994208834,0.979705467,1.008927,0.000612,0.00055,1.011695868,0.991185081,1.032631,-0.000958,0.001718,0.998851061,0.994823111,1.002895
Age 11-60 Male,0.000298,0.004297,1.0004471,0.987887771,1.013166,-0.000125,0.00075,0.998900605,0.986062045,1.011906,0.000196,0.000489,1.003730943,0.985618062,1.022177,0.001561,0.001422,1.001874956,0.998529738,1.005231
Age 60+All,0.004502,0.002549,1.006775853,0.999259215,1.014349,0.000558,0.000445,1.004922476,0.997238859,1.012665,0.000505,0.000291,1.00964118,0.998758931,1.020642,0.003284,0.002757,1.003948575,0.997459568,1.010480
Age 60+ Female,0.007886,0.003243,1.011899239,1.002297215,1.021593,0.001104,0.000566,1.009762546,0.999952833,1.019668,0.000755,0.000371,1.014448383,1.0005291,1.028561,0.006039,0.003485,1.007273122,0.999050531,1.015563
Age 60+ Male,0.000923,0.003473,1.001385459,0.991212716,1.011663,-0.000022,0.000607,0.999806419,0.989393514,1.010329,0.000242,0.000395,1.004608587,0.989939152,1.019495,0.00038,0.004009,1.000456104,0.991066971,1.009934
All: LAG 6,0.000372,0.002232,1.000558156,0.994013908,1.007145,-0.000115,0.00039,0.998988512,0.992291147,1.005731,0.000217,0.000256,1.004131511,0.99460417,1.013750,-0.00188,0.001154,0.997746543,0.995042123,1.000458
Female,0.003492,0.002813,1.005251742,0.996972373,1.013600,0.000161,0.000491,1.001417804,0.992972839,1.009935,0.000697,0.000323,1.013331077,1.001215218,1.025594,0.000702,0.001522,1.000842755,0.997266399,1.004432
Male,-0.002569,0.002861,0.996153915,0.987810067,1.004568,-0.000376,0.000499,0.996696668,0.988155157,1.005312,-0.000232,0.000328,0.995601701,0.983514675,1.007837,-0.004292,0.001328,0.994862841,0.991760278,0.997975
Warm All,-0.004568,0.002735,0.993171421,0.985217451,1.001190,-0.000853,0.00048,0.992521703,0.984338497,1.000773,-0.00023,0.000315,0.995639535,0.984028322,1.007388,-0.002581,0.001293,0.996907591,0.993880465,0.999944
Warm Female,-0.003105,0.00317,0.995353329,0.986119929,1.004673,-0.000821,0.000555,0.992801236,0.98334285,1.002351,0.000106,0.000366,1.002016029,0.988451363,1.015767,-0.001168,0.00167,0.998599382,0.994684736,1.002529
Warm Male,-0.005932,0.003186,0.99114147,0.981900951,1.000469,-0.000885,0.00056,0.992242248,0.982704436,1.001873,-0.000539,0.000366,0.98981126,0.976411815,1.003395,-0.003887,0.001483,0.995346461,0.991880725,0.998824
Cold All,0.00925,0.002719,1.013971705,1.005898468,1.022110,0.001144,0.000468,1.010118045,1.001997128,1.018305,0.001021,0.000309,1.019588383,1.007923063,1.031389,0.000328,0.001031,1.000393677,0.99797075,1.002822
Cold Female,0.015097,0.003315,1.022903856,1.012982956,1.032922,0.001822,0.000572,1.016162828,1.006186804,1.026238,0.001712,0.000377,1.033062818,1.018660491,1.047669,0.010144,0.001393,1.01224719,1.008936155,1.015569
Cold Male,0.003615,0.003417,1.005437228,0.995387192,1.015589,0.000494,0.000587,1.004356663,0.994239281,1.014577,0.000353,0.000389,1.006729542,0.992250821,1.021420,-0.009059,0.001198,0.989188074,0.986404765,0.991979
Age 0-10 All,0.027089,0.021255,1.041470337,0.978380916,1.108628,0.005135,0.003637,1.046224532,0.982610006,1.113957,0.001003,0.002472,1.019239744,0.92960057,1.117523,0.004146,0.002378,1.004987597,0.999382335,1.010624
Age 0-10 Female,0.025431,0.029512,1.038883418,0.952544189,1.133048,0.009486,0.00502,1.087059995,0.996896665,1.185378,-0.004537,0.003452,0.917407978,0.80673868,1.043259,0.00493,0.003316,1.005933534,0.99811854,1.013810
Age 0-10 Male,0.027616,0.025854,1.042293945,0.966004525,1.124608,0.002151,0.004443,1.019109085,0.943929249,1.100277,0.004544,0.002997,1.090172565,0.975044391,1.218894,0.00386,0.002966,1.004642744,0.997658713,1.011676
Age 11-60 All,-0.00107,0.003423,0.998396287,0.988399194,1.008494,-0.000035,0.000598,0.999692047,0.989433913,1.010057,-0.00022,0.000392,0.995828724,0.98139713,1.010473,-0.002832,0.001237,0.996607368,0.993712029,0.999511
Age 11-60 Female,0.00265,0.004798,1.003982911,0.989920027,1.018246,0.000228,0.00084,1.002008414,0.987595656,1.016632,0.000426,0.000548,1.008126845,0.987761981,1.028912,-0.0017,0.001722,0.997962079,0.993928363,1.002012
Age 11-60 Male,-0.003921,0.004251,0.994135762,0.981788432,1.006638,-0.000236,0.000742,0.997925355,0.985235268,1.010779,-0.000719,0.000487,0.986431888,0.968703325,1.004485,-0.003673,0.001428,0.995602099,0.992263823,0.998952
Age 60+All,0.00088,0.002535,1.001320872,0.993885868,1.008811,-0.000215,0.000442,0.998109789,0.990529514,1.005748,0.000449,0.000291,1.008567493,0.997696816,1.019557,-0.001427,0.002744,0.998289065,0.991866966,1.004753
Age 60+ Female,0.003688,0.003222,1.00554733,0.996067074,1.015118,0.000055,0.000561,1.000484117,0.99084999,1.010212,0.000858,0.000371,1.016435603,1.002489053,1.030576,0.001793,0.003476,1.002153916,0.993994156,1.010381
Age 60+ Male,-0.002092,0.003453,0.996866918,0.9867981,1.007038,-0.000502,0.000603,0.995592143,0.985291104,1.006001,0.000021,0.000396,1.00039908,0.985754403,1.015261,-0.004817,0.003978,0.994236274,0.984977327,1.003582
All: LAG 7,0.003805,0.002213,1.005723819,0.999201599,1.012289,0.000454,0.000385,1.004003191,0.997358216,1.010692,0.000454,0.000256,1.008663311,0.999092972,1.018325,0.001335,0.001162,1.001603284,0.998869615,1.004344
Female,0.005328,0.002793,1.008024021,0.999780604,1.016335,0.00053,0.000486,1.004674893,0.996288377,1.013132,0.000755,0.000324,1.014448383,1.002281839,1.026763,0.003841,0.001539,1.004619839,1.000989962,1.008263
Male,0.002387,0.002833,1.003586918,0.995262736,1.011981,0.000383,0.000493,1.003376086,0.994880287,1.011944,0.000174,0.000328,1.003311471,0.991130845,1.015642,-0.001014,0.001335,0.99878394,0.995652757,1.001925
Warm All,-0.001106,0.002705,0.998342375,0.990434345,1.006314,-0.000441,0.000473,0.996126721,0.988033076,1.004287,0.000195,0.000315,1.003711872,0.992006519,1.015555,-0.000856,0.001295,0.998973327,0.995935244,1.002021
Warm Female,-0.00154,0.003143,0.997692666,0.98851603,1.006954,-0.000746,0.000548,0.993456701,0.984110881,1.002891,0.000427,0.000367,1.008146,0.994461315,1.022019,0.000901,0.001687,1.001081785,0.997117538,1.005062
Warm Male,-0.000692,0.003144,0.998962539,0.989771313,1.008239,-0.000155,0.000551,0.99863693,0.989191192,1.008173,-0.000016,0.000366,0.999696046,0.986162787,1.013415,-0.002489,0.001484,0.997017656,0.993543764,1.000504
Cold All,0.012609,0.002704,1.019093493,1.011024062,1.027227,0.001983,0.000464,1.017603548,1.009492095,1.025780,0.000914,0.00031,1.017517666,1.005838578,1.029332,0.012882,0.001053,1.015578499,1.013066373,1.018097
Cold Female,0.017598,0.0033,1.026748487,1.01683514,1.036758,0.00271,0.000567,1.024134638,1.014167809,1.034199,0.001348,0.000378,1.025942805,1.011602068,1.040487,0.01865,0.001421,1.022632311,1.019220183,1.026056
Cold Male,0.00786,0.003399,1.011859776,1.001798555,1.022022,0.001298,0.000582,1.011487885,1.001385022,1.021693,0.000496,0.00039,1.009468546,0.994913381,1.024237,0.007266,0.001215,1.008757323,1.005878732,1.011644
Age 0-10 All,0.009207,0.021204,1.013906305,0.952629465,1.079125,0.000135,0.003609,1.001188706,0.940766762,1.065491,0.002242,0.002494,1.043518316,0.950964487,1.145080,0.00326,0.002397,1.003919662,0.998275744,1.009595
Age 0-10 Female,0.008763,0.029395,1.013231269,0.929343552,1.104691,0.001831,0.004942,1.016243311,0.933208327,1.106667,-0.000039,0.00353,0.999259274,0.876167322,1.139644,0.032483,0.003344,1.039749273,1.031603628,1.047959
Age 0-10 Male,0.009195,0.025753,1.013888055,0.93995684,1.093634,-0.001065,0.004419,0.99067178,0.917969685,1.069132,0.003611,0.002989,1.071017359,0.958197503,1.197121,-0.014444,0.00299,0.982816549,0.975929157,0.989753
Age 11-60 All,0.001896,0.003397,1.002848048,0.992882272,1.012914,0.000082,0.000592,1.00072186,0.990555665,1.010992,0.000386,0.000393,1.00736096,0.99272527,1.022212,-0.001718,0.001246,0.997940524,0.995020248,1.000869
Age 11-60 Female,0.004861,0.004771,1.007318148,0.993287391,1.021547,0.000026,0.000833,1.000228826,0.985960699,1.014703,0.001195,0.00055,1.02296472,1.002225473,1.044133,-0.000237,0.00174,0.99971564,0.995632685,1.003815
Age 11-60 Male,-0.000333,0.004211,0.999500625,0.98720275,1.011952,0.000126,0.000733,1.001109415,0.988532277,1.013847,-0.000231,0.000488,0.995620618,0.977690501,1.013880,-0.002833,0.001437,0.996606172,0.993243504,0.999980
Age 60+All,0.004768,0.002512,1.007177637,0.999766747,1.014643,0.000655,0.000437,1.005780644,0.998228196,1.013390,0.000473,0.000291,1.009027504,0.99815187,1.020022,0.002975,0.002791,1.00357638,0.997010047,1.010186
Age 60+ Female,0.005479,0.003199,1.008252365,0.998814144,1.017780,0.00074,0.000555,1.006533249,0.996944039,1.016215,0.000555,0.000372,1.010600794,0.996697186,1.024698,0.005473,0.003538,1.006589214,0.998247761,1.015000
Age 60+ Male,0.004022,0.003417,1.006051235,0.995995061,1.016209,0.000564,0.000595,1.004975537,0.994714657,1.015342,0.000388,0.000396,1.00739924,0.992652089,1.022365,0.000321,0.004043,1.000385274,0.990917561,1.009943
All: LAG 8,0.003144,0.002228,1.004727138,0.998167361,1.011330,0.000829,0.000389,1.007321875,1.0005859,1.014103,-0.000115,0.000256,0.997817385,0.988349954,1.007376,0.001455,0.001158,1.001747525,0.999022862,1.004480
Female,0.004252,0.002809,1.006398383,0.998121307,1.014744,0.00082,0.000491,1.007242098,0.998748016,1.015808,0.00017,0.000322,1.003235222,0.991276988,1.015338,0.001791,0.001533,1.002151511,0.998544644,1.005771
Male,0.002097,0.002854,1.003150452,0.994768472,1.011603,0.000836,0.000499,1.007383928,0.998750829,1.016092,-0.000384,0.000328,0.992730551,0.980678382,1.004931,0.00114,0.001332,1.001368936,0.998236692,1.004511
Warm All,0.00213,0.002736,1.003200109,0.995162897,1.011302,0.000655,0.00048,1.005780644,0.99748812,1.014142,-0.000185,0.000316,0.99649117,0.98483335,1.008287,0.001016,0.001289,1.001219944,0.998189114,1.004260
Warm Female,0.001525,0.003171,1.002290118,0.992989449,1.011678,0.000396,0.000556,1.003490879,0.99391351,1.013161,-0.000058,0.000366,0.998898607,0.985376143,1.012607,0.000487,0.00168,1.000584571,0.996638702,1.004546
Warm Male,0.002671,0.003184,1.004014537,0.99465985,1.013457,0.000893,0.00056,1.007889358,0.99820114,1.017672,-0.000305,0.000368,0.994221759,0.980689562,1.007941,0.001508,0.001477,1.001811238,0.99833708,1.005297
Cold All,0.005108,0.002699,1.007691428,0.999726977,1.015719,0.001137,0.000467,1.010055823,1.001952688,1.018224,0.000032,0.000306,1.000608185,0.989270536,1.012076,0.002079,0.001054,1.002497915,1.000015792,1.004986
Cold Female,0.008539,0.003294,1.01289088,1.003129025,1.022748,0.001434,0.000571,1.012699158,1.002774434,1.022722,0.000551,0.000374,1.010523992,0.996547215,1.024697,0.005651,0.001422,1.006804244,1.003442568,1.010177
Cold Male,0.001823,0.003388,1.002738242,0.992799826,1.012776,0.000854,0.000585,1.00754351,0.997428432,1.017761,-0.000468,0.000385,0.991147417,0.977038325,1.005460,-0.001377,0.001217,0.998348964,0.995495392,1.001211
Age 0-10 All,0.006009,0.021105,1.009054244,0.94834663,1.073648,0.001598,0.003625,1.014161741,0.952693922,1.079595,-0.000355,0.002483,0.993277696,0.905550783,1.089503,0.019645,0.002384,1.023854063,1.018129207,1.029611
Age 0-10 Female,-0.048843,0.029978,0.929354983,0.850951776,1.014982,-0.007372,0.005124,0.937185916,0.857913198,1.023784,-0.004083,0.003514,0.925355769,0.811851076,1.054730,0.022815,0.00333,1.027756221,1.019738111,1.035837
Age 0-10 Male,0.039399,0.025267,1.060879732,0.984928253,1.142688,0.007173,0.004354,1.065157206,0.988096028,1.148228,0.001915,0.002978,1.037055036,0.928192883,1.158685,0.017671,0.00297,1.021431628,1.014321342,1.028592
Age 11-60 All,0.002087,0.003427,1.003135405,0.99307918,1.013293,0.000728,0.0006,1.006426965,0.996065361,1.016896,-0.000271,0.000393,0.994864233,0.980410105,1.009531,-0.000149,0.001243,0.999821216,0.996902471,1.002749
Age 11-60 Female,0.000376,0.004805,1.000564159,0.986528859,1.014799,0.000044,0.000844,1.000387275,0.985929812,1.015057,0.000038,0.000549,1.000722261,0.980470461,1.021392,-0.003295,0.001737,0.996053807,0.991992806,1.000131
Age 11-60 Male,0.003374,0.00425,1.005073828,0.992593564,1.017711,0.001238,0.000742,1.01095396,0.998098195,1.023975,-0.000509,0.000489,0.990375614,0.972503738,1.008576,0.002227,0.001435,1.002675974,0.999297527,1.006066
Age 60+All,0.003689,0.002526,1.005548838,0.99810885,1.013044,0.000876,0.000441,1.007738589,1.000102437,1.015433,-0.000029,0.00029,0.999449152,0.988713575,1.010301,0.002169,0.00278,1.00260619,0.996071975,1.009183
Age 60+ Female,0.006393,0.003214,1.009635627,1.00014035,1.019221,0.00123,0.000561,1.010882791,1.001148531,1.020712,0.000259,0.000369,1.004933128,0.991218227,1.018838,0.003984,0.003509,1.004792246,0.996533654,1.013119
Age 60+ Male,0.000828,0.003439,1.001242772,0.991170551,1.011417,0.0005,0.000602,1.004409694,0.994034568,1.014893,-0.000332,0.000395,0.993711854,0.979201535,1.008437,0.000252,0.004052,1.000302446,0.990814542,1.009881
All: LAG 9,0.00095,0.00224,1.001426016,0.994852693,1.008043,0.000428,0.000391,1.003773502,0.997026861,1.010566,-0.00023,0.000256,0.995639535,0.986192766,1.005177,-0.002221,0.001161,0.997338348,0.99461866,1.000065
Female,0.002231,0.002832,1.003352106,0.995032798,1.011741,0.000551,0.000495,1.004860574,0.996317836,1.013477,-0.000045,0.000324,0.999145365,0.987162355,1.011274,0.000507,0.001537,1.000608585,0.996997891,1.004232
Male,-0.000252,0.00287,0.999622071,0.991222945,1.008092,0.000311,0.000501,1.002740548,0.994112949,1.011443,-0.000403,0.000329,0.99237224,0.980287915,1.004606,-0.004781,0.001332,0.994279226,0.991169159,0.997399
Warm All,0.000452,0.002766,1.00067823,0.992573672,1.008849,0.000304,0.000484,1.002678782,0.994343228,1.011084,-0.000226,0.000319,0.995715206,0.98395653,1.007614,-0.003272,0.001282,0.996081298,0.993082374,0.999089
Warm Female,0.001034,0.003212,1.001552203,0.992138782,1.011055,0.000242,0.000562,1.002131869,0.992464757,1.011893,-0.000012,0.00037,0.999772026,0.986090839,1.013643,-0.000647,0.001674,0.999223901,0.995297444,1.003166
Warm Male,-0.000085,0.003221,0.999872508,0.990448667,1.009386,0.000362,0.000564,1.003190679,0.993479082,1.012997,-0.000424,0.000372,0.991976363,0.978328985,1.005814,-0.005729,0.001465,0.993148777,0.989732593,0.996577
Cold All,0.001593,0.002691,1.002392357,0.994493178,1.010354,0.000638,0.000468,1.00563019,0.997545354,1.013781,-0.000288,0.000303,0.994542944,0.983383876,1.005829,0.003263,0.001062,1.003923276,1.001418782,1.006434
Cold Female,0.003619,0.003292,1.005443261,0.995759038,1.015222,0.00098,0.000573,1.008661294,0.998741688,1.018679,-0.000157,0.000371,0.997021445,0.983341277,1.010892,0.004232,0.001431,1.005091317,1.001714155,1.008480
Cold Male,-0.000354,0.003375,0.999469141,0.989600948,1.009436,0.000308,0.000587,1.002714076,0.992613241,1.012918,-0.000411,0.000381,0.992221411,0.978242739,1.006400,0.002309,0.001226,1.002774642,0.999887254,1.005670
Age 0-10 All,0.04156,0.021225,1.064324153,0.999938502,1.132856,0.005378,0.003659,1.048464172,0.984339883,1.116766,0.004351,0.002452,1.086182223,0.991393767,1.190034,0.02408,0.002391,1.02931754,1.023545283,1.035122
Age 0-10 Female,0.045379,0.030124,1.070438631,0.979712557,1.169566,0.007859,0.005154,1.071606795,0.980456507,1.171231,0.00233,0.003433,1.045264538,0.919822171,1.187814,0.048826,0.003358,1.060341684,1.052000073,1.068749
Age 0-10 Male,0.038048,0.025389,1.058732036,0.982581821,1.140784,0.003651,0.004394,1.032650502,0.957280419,1.113955,0.005537,0.002959,1.110936107,0.99502227,1.240353,0.007936,0.002969,1.00956869,1.002543341,1.016643
Age 11-60 All,-0.004218,0.003452,0.993692973,0.983659105,1.003829,-0.000633,0.000604,0.994445086,0.984138941,1.004859,-0.000372,0.000394,0.99295692,0.978494063,1.007634,-0.005927,0.001247,0.992912833,0.990004942,0.995829
Age 11-60 Female,-0.005317,0.004848,0.99205622,0.978016615,1.006297,-0.000807,0.00085,0.992923557,0.978472693,1.007588,-0.000456,0.000551,0.991373424,0.971238478,1.011926,-0.005426,0.00174,0.993509952,0.989452341,0.997584
Age 11-60 Male,-0.003388,0.004279,0.994930892,0.982492803,1.007526,-0.000502,0.000748,0.995592143,0.98283001,1.008520,-0.000307,0.00049,0.994183979,0.976207024,1.012492,-0.006303,0.001438,0.992464932,0.989113911,0.995827
Age 60+All,0.003343,0.00254,1.005027094,0.997549906,1.012560,0.000949,0.000443,1.008386169,1.000710588,1.016121,-0.000198,0.000291,0.996245067,0.985507206,1.007100,-0.000443,0.002764,0.999468541,0.992992142,1.005987
Age 60+ Female,0.005313,0.003238,1.008001341,0.998450981,1.017643,0.001102,0.000564,1.009744774,0.999969728,1.019615,0.000124,0.000371,1.002358778,0.988605376,1.016304,0.002867,0.003505,1.003446325,0.995208158,1.011753
Age 60+ Male,0.001264,0.00346,1.001897799,0.991757755,1.012142,0.000786,0.000605,1.006940776,0.996487942,1.017503,-0.000535,0.000396,0.989886489,0.975395704,1.004593,-0.003949,0.004003,0.99527241,0.985945839,1.004687
All: LAG 10,-0.000177,0.002255,0.999734535,0.993128517,1.006384,-0.000149,0.000392,0.998689659,0.991960078,1.005465,0.000116,0.000257,1.002206431,0.992660387,1.011844,-0.001196,0.001166,0.998565829,0.995831082,1.001308
Female,-0.000363,0.002848,0.999455648,0.991122024,1.007859,-0.000296,0.000495,0.99739859,0.988919288,1.005951,0.000232,0.000325,1.00441773,0.992334531,1.016648,-0.003197,0.001542,0.99617095,0.992564596,0.999790
Male,-0.000006,0.002892,0.999991,0.99152464,1.008530,-0.00001,0.000504,0.999912004,0.991257448,1.008642,0.000006,0.000329,1.000114006,0.987935408,1.012443,0.000661,0.001338,1.000793515,0.997648992,1.003948
Warm All,-0.001164,0.002798,0.998255523,0.990077437,1.006501,-0.000482,0.000484,0.995767383,0.987489286,1.004115,0.000243,0.000323,1.004627675,0.992615878,1.016785,-0.001849,0.001274,0.99778366,0.994798328,1.000778
Warm Female,0.000691,0.003246,1.001037037,0.99152934,1.010636,-0.000394,0.000561,0.996538804,0.986942668,1.006228,0.000619,0.000375,1.011830432,0.997798427,1.026060,-0.00326,0.001661,0.996095642,0.992211814,0.999995
Warm Male,-0.002894,0.003261,0.995668409,0.986168211,1.005260,-0.000565,0.000565,0.99504034,0.985390647,1.004785,-0.000106,0.000376,0.997988027,0.984111338,1.012060,-0.000547,0.001454,0.999343815,0.995932088,1.002767
Cold All,0.000876,0.002694,1.001314864,0.993415414,1.009277,0.000337,0.000473,1.002970002,0.994820755,1.011186,-0.000131,0.0003,0.997514095,0.986431888,1.008721,0.0011,0.001075,1.001320872,0.99879233,1.003856
Cold Female,-0.003421,0.003296,0.994881644,0.985287561,1.004569,-0.000346,0.000579,0.996959831,0.987053149,1.006966,-0.000453,0.000368,0.991429934,0.977935737,1.005110,-0.006513,0.001449,0.992214862,0.988839102,0.995602
Cold Male,0.004988,0.003373,1.00751006,0.997568341,1.017551,0.000991,0.000592,1.008758937,0.998511094,1.019112,0.000174,0.000376,1.003311471,0.989360761,1.017459,0.008259,0.001241,1.009960075,1.007016469,1.012912
Age 0-10 All,0.006594,0.021216,1.009940078,0.948869465,1.074941,-0.000615,0.003658,0.994602618,0.933788619,1.059377,0.002374,0.002469,1.046138745,0.954240484,1.146887,0.021023,0.002393,1.025548509,1.019792591,1.031337
Age 0-10 Female,0.004006,0.03001,1.00602709,0.921068933,1.098822,-0.000538,0.005085,0.99527679,0.911703474,1.086511,0.001748,0.003523,1.033769675,0.906662939,1.178696,0.033472,0.00334,1.04098398,1.032838379,1.049194
Age 0-10 Male,0.007251,0.02542,1.010935864,0.938137924,1.089383,-0.000855,0.004431,0.992504234,0.919477332,1.071331,0.002724,0.002942,1.05311875,0.943834845,1.175056,0.013681,0.002983,1.016552703,1.009445514,1.023710
Age 11-60 All,-0.003691,0.003473,0.994478798,0.984376218,1.004685,-0.0008,0.000605,0.992984723,0.982676763,1.003401,-0.000047,0.000395,0.999107399,0.984518293,1.013913,-0.00231,0.001251,0.997231838,0.994301944,1.000170
Age 11-60 Female,-0.000541,0.004871,0.999188829,0.984981677,1.013601,-0.000785,0.00085,0.993115805,0.978662143,1.007783,0.000699,0.000553,1.013369584,0.992713953,1.034455,-0.001217,0.001745,0.998540666,0.994450814,1.002647
Age 11-60 Male,-0.006094,0.004311,0.990900652,0.978420894,1.003540,-0.000813,0.00075,0.992871132,0.980110067,1.005798,-0.000618,0.000491,0.988326668,0.970419487,1.006564,-0.003162,0.001442,0.99621279,0.992839773,0.999597
